gene_name	gene_biotype	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
Gene_4297	pseudogene	702	567	683	671	416	1112
Gene_4298	protein_coding	2194	1246	2786	1683	1205	1717
Gene_4299	protein_coding	601	1208	1060	896	885	648
Gene_4300	lncRNA	864	1008	934	1326	1154	655
Gene_4301	pseudogene	5839	4915	3578	3870	1430	4290
Gene_4302	protein_coding	663	725	250	1193	328	690
Gene_4303	protein_coding	437	341	305	260	485	485
Gene_4304	protein_coding	819	1650	1665	964	1704	1820
Gene_4305	protein_coding	645	448	1398	244	1255	991
Gene_4306	protein_coding	1569	4976	2101	931	2300	1783
Gene_4307	lncRNA	297	214	273	296	382	678
Gene_4308	pseudogene	478	578	332	434	537	451
Gene_4309	lncRNA	3612	1474	1203	1365	1918	1141
Gene_4310	protein_coding	836	1670	299	182	1597	757
Gene_4311	lncRNA	542	579	1106	838	963	673
Gene_4312	protein_coding	250	85	1208	38	121	199
Gene_4313	protein_coding	975	1538	1509	1225	3017	1845
Gene_4314	pseudogene	763	1752	823	883	1018	639
Gene_4315	protein_coding	1275	1057	614	1022	555	673
Gene_4316	protein_coding	2547	873	2223	3107	2304	2128
Gene_4317	lncRNA	840	603	52	452	28	33
Gene_4318	protein_coding	34	219	249	45	424	140
Gene_4319	pseudogene	392	180	757	551	850	937
Gene_4320	lncRNA	450	354	435	812	1576	698
Gene_4321	lncRNA	2084	87	5719	34	34	4341
Gene_4322	protein_coding	27	4	12	0	368	39
Gene_4323	protein_coding	2128	431	1199	784	2595	1718
Gene_4324	pseudogene	542	360	646	354	385	239
Gene_4325	protein_coding	327	293	205	165	145	94
Gene_4326	protein_coding	111	108	164	107	85	110
Gene_4327	protein_coding	1681	1066	1990	730	1146	1050
Gene_4328	protein_coding	974	822	475	764	96	1569
Gene_4329	protein_coding	729	209	711	10	29	92
Gene_4330	pseudogene	788	740	1609	1165	883	964
Gene_4331	protein_coding	275	331	744	381	328	83
Gene_4332	protein_coding	470	458	777	1077	231	2109
Gene_4333	protein_coding	618	783	684	371	1518	828
Gene_4334	protein_coding	248	567	817	714	665	512
Gene_4335	protein_coding	673	483	1519	766	1770	1
Gene_4336	protein_coding	309	1469	643	184	284	602
Gene_4337	pseudogene	3996	2947	1003	331	178	154
Gene_4338	protein_coding	1286	412	658	147	529	237
Gene_4339	pseudogene	889	630	537	153	147	151
Gene_4340	protein_coding	345	432	1380	1653	1199	353
Gene_4341	protein_coding	84	48	36	127	72	105
Gene_4342	protein_coding	191	448	872	272	83	146
Gene_4343	protein_coding	226	188	65	284	156	135
Gene_4344	protein_coding	420	161	438	1362	1157	1461
Gene_4345	protein_coding	828	1363	574	823	738	835
Gene_4346	protein_coding	1594	852	304	236	220	407
Gene_4347	protein_coding	4688	2021	2878	1856	3248	4010
Gene_4348	protein_coding	1500	1110	623	1320	585	689
Gene_4349	protein_coding	526	623	399	971	617	433
Gene_4350	protein_coding	1414	946	503	662	933	573
Gene_4351	protein_coding	1784	264	1519	1083	2525	1120
Gene_4352	lncRNA	217	225	123	285	333	345
Gene_4353	pseudogene	47	16	3	17	8	57
Gene_4354	protein_coding	991	1290	314	166	560	1345
Gene_4355	protein_coding	158	919	2808	764	3215	241
Gene_4356	protein_coding	914	1291	1154	2723	1078	2126
Gene_4357	protein_coding	727	226	354	273	442	389
Gene_4358	protein_coding	312	118	444	688	629	209
Gene_4359	protein_coding	358	106	249	705	372	427
Gene_4360	protein_coding	884	313	119	355	683	882
Gene_4361	protein_coding	303	378	327	559	614	300
Gene_4362	pseudogene	645	385	739	418	515	360
Gene_4363	lncRNA	32	2951	189	425	269	997
Gene_4364	protein_coding	2495	1669	1689	1179	1830	2907
Gene_4365	protein_coding	5284	2323	1088	2350	1002	3015
Gene_4366	protein_coding	436	235	270	268	540	112
Gene_4367	protein_coding	843	854	657	612	672	355
Gene_4368	protein_coding	284	361	732	508	381	209
Gene_4369	protein_coding	1788	1427	1149	909	1042	593
Gene_4370	protein_coding	2805	941	2847	773	3657	425
Gene_4371	protein_coding	1278	2799	368	1512	303	854
Gene_4372	lncRNA	1082	1319	3283	3109	1592	1937
Gene_4373	protein_coding	1368	5230	1154	1103	824	1203
Gene_4374	protein_coding	599	3210	74	411	1206	1465
Gene_4375	protein_coding	2280	1444	702	598	991	1204
Gene_4376	protein_coding	452	1148	855	1311	923	467
Gene_4377	protein_coding	211	203	121	75	285	156
Gene_4378	lncRNA	1886	1066	401	177	488	520
Gene_4379	pseudogene	429	4032	5	3120	1273	660
Gene_4380	lncRNA	527	196	0	247	339	1569
Gene_4381	protein_coding	299	672	525	808	592	321
Gene_4382	protein_coding	378	603	481	545	181	229
Gene_4383	protein_coding	655	1261	409	639	1046	886
Gene_4384	protein_coding	411	169	531	666	219	147
Gene_4385	protein_coding	1715	404	1444	1245	1667	1230
Gene_4386	protein_coding	1497	910	297	2000	1752	1846
Gene_4387	protein_coding	430	1093	2257	380	1394	242
Gene_4388	protein_coding	990	644	579	698	1359	1329
Gene_4389	lncRNA	859	898	474	527	825	683
Gene_4390	protein_coding	975	768	407	618	1477	1365
Gene_4391	protein_coding	990	1542	559	2633	1927	1189
Gene_4392	protein_coding	2681	5033	1591	2214	2236	3338
Gene_4393	protein_coding	1769	994	1056	883	1013	1205
Gene_4394	protein_coding	161	121	96	71	98	99
Gene_4395	protein_coding	469	1814	225	226	454	401
Gene_4396	protein_coding	418	510	809	967	516	630
Gene_4397	protein_coding	1709	2446	2002	2402	2532	1117
Gene_4398	protein_coding	608	603	183	158	428	232
Gene_4399	protein_coding	1256	852	885	497	893	619
Gene_4400	pseudogene	140	3	149	15	79	33
Gene_4401	protein_coding	3115	4525	2112	4460	1683	1545
Gene_4402	pseudogene	1983	655	438	206	623	732
Gene_4403	protein_coding	1107	902	429	1985	638	1756
Gene_4404	lncRNA	1063	105	38	11	743	1200
Gene_4405	protein_coding	3322	1374	695	2886	4087	2128
Gene_4406	protein_coding	340	898	571	347	575	790
Gene_4407	protein_coding	98	346	267	40	114	297
Gene_4408	lncRNA	1175	1847	1097	2135	1469	1257
Gene_4409	lncRNA	2910	1977	1149	2129	1415	1244
Gene_4410	protein_coding	103	157	103	127	200	89
Gene_4411	protein_coding	8	0	0	21	2313	42
Gene_4412	protein_coding	300	135	218	431	706	384
Gene_4413	pseudogene	700	872	643	754	496	1496
Gene_4414	protein_coding	543	100	320	1067	633	726
Gene_4415	pseudogene	2180	2154	1107	2887	1415	2853
Gene_4416	protein_coding	454	1020	417	124	190	97
Gene_4417	protein_coding	415	333	180	188	1050	524
Gene_4418	protein_coding	1078	3626	1195	2117	4226	1036
Gene_4419	protein_coding	2781	2256	3711	3637	1294	3519
Gene_4420	protein_coding	5133	2138	2485	2004	3263	3091
Gene_4421	protein_coding	1144	716	750	961	638	918
Gene_4422	lncRNA	882	1627	796	964	969	666
Gene_4423	protein_coding	305	2403	615	1089	1478	860
Gene_4424	protein_coding	508	86	1266	6124	9850	600
Gene_4425	protein_coding	473	369	405	341	326	418
Gene_4426	protein_coding	1308	1387	2254	3192	9109	5303
Gene_4427	lncRNA	1267	1528	297	242	618	342
Gene_4428	protein_coding	2457	2072	2005	2556	1327	2628
Gene_4429	lncRNA	365	227	386	149	153	189
Gene_4430	protein_coding	88	150	194	177	252	149
Gene_4431	protein_coding	426	400	1071	639	764	282
Gene_4432	protein_coding	757	911	124	128	325	897
Gene_4433	protein_coding	2450	2163	1806	2482	949	1092
Gene_4434	protein_coding	277	156	539	385	367	241
Gene_4435	protein_coding	7164	1970	902	1257	1063	1223
Gene_4436	lncRNA	1867	415	554	618	950	331
Gene_4437	protein_coding	374	1991	410	663	352	777
Gene_4438	lncRNA	1091	1333	840	631	1274	558
Gene_4439	protein_coding	555	950	615	303	816	865
Gene_4440	protein_coding	1717	1352	1750	880	740	2753
Gene_4441	pseudogene	862	2082	730	1712	955	1135
Gene_4442	protein_coding	381	228	663	268	639	1023
Gene_4443	protein_coding	853	1605	637	636	858	328
Gene_4444	protein_coding	508	235	461	1329	1006	712
Gene_4445	pseudogene	611	480	785	1127	914	1566
Gene_4446	protein_coding	1178	2248	2742	68	503	188
Gene_4447	protein_coding	1034	3171	579	2149	2856	1676
Gene_4448	protein_coding	879	835	1326	1934	1942	2147
Gene_4449	protein_coding	667	295	604	491	655	530
Gene_4450	protein_coding	976	669	1359	431	274	647
Gene_4451	pseudogene	841	555	857	773	986	345
Gene_4452	protein_coding	1049	879	801	1161	1111	1044
Gene_4453	protein_coding	565	963	551	1668	1881	1437
Gene_4454	pseudogene	584	373	1008	1938	388	141
Gene_4455	pseudogene	1069	946	572	351	876	1241
Gene_4456	protein_coding	447	561	262	578	386	288
Gene_4457	protein_coding	1777	1701	1974	987	2103	1532
Gene_4458	pseudogene	1386	559	782	540	466	1866
Gene_4459	protein_coding	1306	2934	928	1470	2805	1353
Gene_4460	pseudogene	231	374	199	309	132	270
Gene_4461	protein_coding	923	752	1803	678	1386	639
Gene_4462	protein_coding	84	126	344	144	518	299
Gene_4463	protein_coding	1035	773	447	672	753	533
Gene_4464	lncRNA	735	258	2	999	2551	20
Gene_4465	protein_coding	1300	906	2040	1663	915	241
Gene_4466	protein_coding	1543	1217	580	1391	963	997
Gene_4467	protein_coding	804	847	735	1406	2117	1824
Gene_4468	lncRNA	761	895	915	1105	786	1834
Gene_4469	lncRNA	410	635	1365	1245	1043	873
Gene_4470	lncRNA	23	223	4562	114	267	430
Gene_4471	protein_coding	1313	1139	1517	1338	1130	1654
Gene_4472	protein_coding	719	306	466	713	575	313
Gene_4473	protein_coding	3548	1940	1701	2086	2644	4261
Gene_4474	protein_coding	473	182	220	391	425	357
Gene_4475	protein_coding	1142	978	986	265	175	191
Gene_4476	protein_coding	11	518	25	26	1	193
Gene_4477	protein_coding	698	532	1911	1986	2422	1410
Gene_4478	protein_coding	901	386	377	742	1209	480
Gene_4479	protein_coding	322	233	542	10	1604	234
Gene_4480	pseudogene	649	391	347	490	407	720
Gene_4481	lncRNA	854	2548	1016	505	1096	1326
Gene_4482	protein_coding	932	730	1654	382	614	1684
Gene_4483	protein_coding	314	60	74	113	1442	3884
Gene_4484	protein_coding	846	1671	1302	798	583	821
Gene_4485	protein_coding	60	116	161	73	127	49
Gene_4486	protein_coding	272	283	307	213	457	197
Gene_4487	protein_coding	2373	3524	3477	2465	2519	7152
Gene_4488	protein_coding	1963	997	1021	1667	1542	2304
Gene_4489	protein_coding	509	780	1085	1027	817	1038
Gene_4490	lncRNA	817	1876	359	711	972	958
Gene_4491	protein_coding	1486	659	1355	1347	1327	976
Gene_4492	protein_coding	763	393	764	260	791	488
Gene_4493	protein_coding	1463	1553	2087	2147	976	992
Gene_4494	protein_coding	3014	1142	439	1287	612	825
Gene_4495	lncRNA	318	527	461	669	453	737
Gene_4496	protein_coding	5214	1858	43	139	2392	8
Gene_4497	protein_coding	940	1074	1016	4633	1253	1781
Gene_4498	lncRNA	330	987	212	1520	579	690
Gene_4499	protein_coding	134	118	126	120	71	170
Gene_4500	protein_coding	619	1537	981	4523	8584	5584
Gene_4501	protein_coding	4404	155	600	1018	776	2486
Gene_4502	protein_coding	1162	1286	1887	897	1116	1840
Gene_4503	pseudogene	1155	1296	392	1240	967	815
Gene_4504	protein_coding	1022	1032	1466	1240	330	1029
Gene_4505	protein_coding	3507	1831	1339	3976	2810	940
Gene_4506	protein_coding	968	612	363	672	493	814
Gene_4507	protein_coding	1388	879	1640	837	210	929
Gene_4508	protein_coding	4	333	84	130	639	1148
Gene_4509	protein_coding	618	177	725	321	99	654
Gene_4510	protein_coding	266	524	354	540	433	476
Gene_4511	protein_coding	370	328	134	290	13	469
Gene_4512	protein_coding	740	2491	1308	2763	1682	197
Gene_4513	protein_coding	2278	4472	630	3051	1773	1863
Gene_4514	lncRNA	2862	765	348	19	712	1898
Gene_4515	protein_coding	576	529	743	1258	686	548
Gene_4516	protein_coding	165	102	131	60	188	35
Gene_4517	protein_coding	1110	2615	1580	2628	1980	273
Gene_4518	protein_coding	64	10	11	127	5	152
Gene_4519	protein_coding	167	520	676	711	237	572
Gene_4520	lncRNA	218	3130	1673	1613	391	2906
Gene_4521	protein_coding	1426	5255	2055	1651	1344	299
Gene_4522	protein_coding	305	153	107	8	27	44
Gene_4523	pseudogene	338	1142	419	522	443	339
Gene_4524	protein_coding	485	803	1359	616	208	151
Gene_4525	protein_coding	236	220	778	354	651	224
Gene_4526	protein_coding	2005	2593	3458	1819	981	255
Gene_4527	protein_coding	392	541	148	510	65	425
Gene_4528	protein_coding	541	1105	1734	545	507	1117
Gene_4529	protein_coding	1265	803	1817	1513	1022	1077
Gene_4530	protein_coding	89	91	147	106	84	67
Gene_4531	protein_coding	621	1171	1098	772	637	867
Gene_4532	protein_coding	1070	196	484	797	324	1070
Gene_4533	protein_coding	1034	1326	805	1271	1010	966
Gene_4534	protein_coding	501	901	840	1041	476	1244
Gene_4535	protein_coding	727	1827	1277	2797	1040	2842
Gene_4536	protein_coding	224	315	407	668	650	219
Gene_4537	protein_coding	1115	1554	927	1413	1369	757
Gene_4538	protein_coding	337	426	315	406	474	322
Gene_4539	protein_coding	325	474	2222	911	1106	999
Gene_4540	lncRNA	10	161	457	229	1054	225
Gene_4541	lncRNA	788	1268	1140	1295	164	244
Gene_4542	protein_coding	721	929	268	291	79	116
Gene_4543	protein_coding	554	1317	919	2654	3410	6467
Gene_4544	protein_coding	557	374	87	869	193	231
Gene_4545	lncRNA	1722	3306	792	1781	1243	1942
Gene_4546	protein_coding	265	122	202	369	406	247
Gene_4547	protein_coding	512	3333	1439	275	7567	3392
Gene_4548	protein_coding	164	144	183	184	63	107
Gene_4549	protein_coding	1900	1549	1146	2754	3150	2758
Gene_4550	protein_coding	408	43	267	543	298	101
Gene_4551	pseudogene	210	227	773	636	395	371
Gene_4552	protein_coding	124	329	318	388	362	190
Gene_4553	protein_coding	1192	324	676	2043	806	1199
Gene_4554	protein_coding	22	12	12	115	21	49
Gene_4555	protein_coding	1450	1179	2276	2080	2699	2633
Gene_4556	protein_coding	1592	894	884	1546	4983	2497
Gene_4557	protein_coding	106	3501	159	11	27	1319
Gene_4558	protein_coding	60	239	87	65	112	43
Gene_4559	protein_coding	1395	806	2083	531	375	472
Gene_4560	protein_coding	1472	682	1248	606	1438	23
Gene_4561	protein_coding	2732	4345	3696	476	2218	1169
Gene_4562	lncRNA	468	410	419	1141	1009	632
Gene_4563	protein_coding	458	975	1164	3115	1751	329
Gene_4564	protein_coding	1256	1507	118	1369	737	642
Gene_4565	protein_coding	249	473	993	461	332	171
Gene_4566	protein_coding	1589	443	239	1419	25	1827
Gene_4567	protein_coding	726	293	1526	391	749	833
Gene_4568	lncRNA	1703	1734	723	2390	1805	1997
Gene_4569	pseudogene	1460	2103	1775	2136	2745	1610
Gene_4570	protein_coding	297	725	438	498	463	593
Gene_4571	lncRNA	264	568	1418	1165	1366	714
Gene_4572	protein_coding	2256	3618	4857	2783	2830	3332
Gene_4573	protein_coding	1565	1498	614	884	1023	1314
Gene_4574	protein_coding	165	176	53	152	63	198
Gene_4575	pseudogene	286	219	251	271	343	530
Gene_4576	protein_coding	3633	1671	5640	2832	2612	1283
Gene_4577	protein_coding	248	75	1033	600	174	238
Gene_4578	protein_coding	587	540	319	249	200	506
Gene_4579	lncRNA	2246	2338	1212	2722	1637	2731
Gene_4580	protein_coding	1269	972	1397	811	1311	1356
Gene_4581	pseudogene	1266	2169	1247	1703	1342	1507
Gene_4582	protein_coding	1091	671	323	888	734	466
Gene_4583	pseudogene	369	142	225	101	3	379
Gene_4584	pseudogene	3293	665	717	1120	292	1520
Gene_4585	lncRNA	1039	673	365	517	349	423
Gene_4586	pseudogene	538	929	1062	469	617	993
Gene_4587	protein_coding	313	49	1552	4652	127	1208
Gene_4588	protein_coding	618	811	163	409	392	560
Gene_4589	protein_coding	92	126	130	102	102	92
Gene_4590	protein_coding	2351	444	2413	1313	862	2003
Gene_4591	lncRNA	1947	2040	2154	837	2910	186
Gene_4592	protein_coding	765	1345	365	1537	393	2121
Gene_4593	protein_coding	942	755	1568	949	465	1602
Gene_4594	protein_coding	2353	4441	1509	1107	859	659
Gene_4595	protein_coding	3178	1542	2710	3395	1339	2084
Gene_4596	protein_coding	2573	2407	924	1482	1840	1867
Gene_4597	protein_coding	355	254	310	211	613	409
Gene_4598	lncRNA	682	221	523	442	466	254
Gene_4599	pseudogene	1161	7196	4092	2021	2065	626
Gene_4600	protein_coding	512	923	265	383	752	618
Gene_4601	lncRNA	764	1154	154	4312	1554	254
Gene_4602	protein_coding	420	322	207	249	382	414
Gene_4603	pseudogene	38	210	141	86	58	156
Gene_4604	protein_coding	491	2116	589	1277	745	698
Gene_4605	protein_coding	658	402	949	1388	705	572
Gene_4606	protein_coding	1098	1746	752	2388	1511	3213
Gene_4607	protein_coding	196	541	146	256	201	57
Gene_4608	protein_coding	2021	3081	709	1163	2097	1418
Gene_4609	protein_coding	4894	181	2384	2747	1419	1563
Gene_4610	lncRNA	170	127	246	48	246	300
Gene_4611	protein_coding	60	189	127	76	687	266
Gene_4612	protein_coding	1077	889	230	465	395	74
Gene_4613	protein_coding	714	916	1056	459	367	902
Gene_4614	protein_coding	2670	821	3472	954	477	2676
Gene_4615	protein_coding	549	402	341	439	511	985
Gene_4616	protein_coding	450	532	928	642	310	596
Gene_4617	protein_coding	610	834	403	689	842	587
Gene_4618	protein_coding	1757	723	1154	2493	3079	2086
Gene_4619	pseudogene	673	564	1063	1023	987	843
Gene_4620	protein_coding	501	235	562	308	105	379
Gene_4621	protein_coding	500	786	476	877	1744	2321
Gene_4622	lncRNA	929	532	562	3495	1026	1086
Gene_4623	protein_coding	420	782	591	599	812	634
Gene_4624	lncRNA	794	1117	1521	1544	2152	3264
Gene_4625	protein_coding	37	58	256	278	713	131
Gene_4626	protein_coding	464	187	565	450	221	263
Gene_4627	protein_coding	2896	4071	997	1663	2001	1185
Gene_4628	lncRNA	1604	1781	922	754	220	198
Gene_4629	protein_coding	459	751	509	455	1246	909
Gene_4630	lncRNA	541	426	1235	653	1046	1016
Gene_4631	lncRNA	502	651	548	429	535	400
Gene_4632	lncRNA	1619	1424	621	1221	839	803
Gene_4633	protein_coding	2497	399	274	503	187	656
Gene_4634	protein_coding	1299	1775	1108	661	405	1847
Gene_4635	protein_coding	3839	1919	3478	1792	2655	3834
Gene_4636	lncRNA	532	1256	353	1069	160	1025
Gene_4637	protein_coding	637	160	415	713	385	409
Gene_4638	protein_coding	1031	681	570	614	2471	184
Gene_4639	protein_coding	2682	1261	199	1441	378	2511
Gene_4640	protein_coding	368	1242	404	700	575	2604
Gene_4641	protein_coding	1141	2983	2625	2503	669	1583
Gene_4642	pseudogene	705	238	274	639	420	323
Gene_4643	protein_coding	1313	1416	1163	2436	2157	2195
Gene_4644	protein_coding	356	796	767	250	126	196
Gene_4645	lncRNA	439	367	275	335	404	216
Gene_4646	protein_coding	305	3331	1927	948	1263	1956
Gene_4647	pseudogene	458	456	209	377	581	356
Gene_4648	protein_coding	188	263	301	67	103	118
Gene_4649	protein_coding	4657	4049	1090	3893	2094	448
Gene_4650	protein_coding	3189	1235	1958	2254	4659	3612
Gene_4651	lncRNA	1060	924	310	106	300	1941
Gene_4652	protein_coding	1538	2635	4435	1393	1274	1362
Gene_4653	protein_coding	682	896	1875	1262	4651	2267
Gene_4654	protein_coding	378	677	814	1869	3382	3919
Gene_4655	protein_coding	561	42	158	3554	340	216
Gene_4656	protein_coding	917	1076	2212	1021	515	1162
Gene_4657	lncRNA	4145	4507	5244	4980	3543	6068
Gene_4658	lncRNA	116	243	435	139	311	342
Gene_4659	protein_coding	95	179	119	160	117	153
Gene_4660	protein_coding	757	1104	539	556	662	591
Gene_4661	protein_coding	363	375	590	188	157	203
Gene_4662	pseudogene	541	533	888	500	248	806
Gene_4663	protein_coding	376	536	840	784	452	407
Gene_4664	protein_coding	156	296	195	532	228	187
Gene_4665	pseudogene	211	146	246	117	302	317
Gene_4666	protein_coding	129	42	131	42	63	168
Gene_4667	pseudogene	717	372	488	474	385	585
Gene_4668	pseudogene	1435	2858	387	1355	2917	2816
Gene_4669	protein_coding	373	2411	87	793	170	104
Gene_4670	protein_coding	2696	2108	3036	1983	1688	5200
Gene_4671	protein_coding	332	382	185	835	1170	1320
Gene_4672	protein_coding	263	135	21	72	83	74
Gene_4673	pseudogene	131	251	261	207	214	288
Gene_4674	protein_coding	93	113	83	975	358	188
Gene_4675	protein_coding	584	656	424	267	672	760
Gene_4676	protein_coding	268	14	114	576	210	82
Gene_4677	protein_coding	229	435	423	149	284	534
Gene_4678	protein_coding	918	509	755	756	416	463
Gene_4679	pseudogene	1403	1547	2175	1320	2058	943
Gene_4680	protein_coding	236	906	1106	473	2178	635
Gene_4681	protein_coding	1228	1925	1635	877	1134	2385
Gene_4682	protein_coding	2642	8538	2743	83	8219	1686
Gene_4683	protein_coding	1483	1524	920	271	528	1251
Gene_4684	protein_coding	1166	2726	1248	563	69	674
Gene_4685	protein_coding	363	501	108	377	656	474
Gene_4686	protein_coding	2518	2767	1252	2575	3110	2160
Gene_4687	protein_coding	665	316	839	643	327	458
Gene_4688	protein_coding	185	134	0	169	732	172
Gene_4689	protein_coding	2970	2552	3683	2390	2305	3086
Gene_4690	lncRNA	86	3	51	144	126	31
Gene_4691	protein_coding	673	441	924	485	359	665
Gene_4692	lncRNA	1868	186	1559	1974	1431	1768
Gene_4693	lncRNA	154	329	105	357	28	315
Gene_4694	lncRNA	336	173	49	536	416	105
Gene_4695	protein_coding	359	752	1111	1747	1394	214
Gene_4696	pseudogene	134	161	471	246	93	383
Gene_4697	protein_coding	467	1160	1011	397	541	882
Gene_4698	protein_coding	567	929	717	401	754	378
Gene_4699	protein_coding	732	912	1106	521	11	1462
