gene_name	gene_biotype	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
Lime1	protein_coding	60	239	87	65	112	43
29S	protein_coding	1395	806	2083	531	375	472
LOC131392009	protein_coding	1472	682	1248	606	1438	23
Strip2	protein_coding	2732	4345	3696	476	2218	1169
Traj35	lncRNA	468	410	419	1141	1009	632
Wt3q2	protein_coding	458	975	1164	3115	1751	329
Mtrnr2l7	protein_coding	1256	1507	118	1369	737	642
LOC131341517	protein_coding	249	473	993	461	332	171
Fembm1	protein_coding	1589	443	239	1419	25	1827
LOC131337656	protein_coding	726	293	1526	391	749	833
Gm21316	lncRNA	1703	1734	723	2390	1805	1997
Kmt2e	pseudogene	1460	2103	1775	2136	2745	1610
LOC131387693	protein_coding	297	725	438	498	463	593
LOC131390634	lncRNA	264	568	1418	1165	1366	714
D4Mit47	protein_coding	2256	3618	4857	2783	2830	3332
LOC132441517	protein_coding	1565	1498	614	884	1023	1314
Ror1	protein_coding	165	176	53	152	63	198
Gm22004	pseudogene	286	219	251	271	343	530
Gm21814	protein_coding	3633	1671	5640	2832	2612	1283
Bntq3	protein_coding	248	75	1033	600	174	238
Aaj2	protein_coding	587	540	319	249	200	506
Gm36040	lncRNA	2246	2338	1212	2722	1637	2731
Dp(Hc18)	protein_coding	1269	972	1397	811	1311	1356
LOC132411458	pseudogene	1266	2169	1247	1703	1342	1507
Gm17858	protein_coding	1091	671	323	888	734	466
tclTuw11	pseudogene	369	142	225	101	3	379
LOC132443350	pseudogene	3293	665	717	1120	292	1520
Gm35620	lncRNA	1039	673	365	517	349	423
Igkv8-27	pseudogene	538	929	1062	469	617	993
Gm12576	protein_coding	313	49	1552	4652	127	1208
LOC132441652	protein_coding	618	811	163	409	392	560
Gm22229	protein_coding	92	126	130	102	102	92
Gm46271	protein_coding	2351	444	2413	1313	862	2003
9530032E18Rik	lncRNA	1947	2040	2154	837	2910	186
Gm34372	protein_coding	765	1345	365	1537	393	2121
LOC128925069	protein_coding	942	755	1568	949	465	1602
Rb(10.11)8Bnr	protein_coding	2353	4441	1509	1107	859	659
Gm53420	protein_coding	3178	1542	2710	3395	1339	2084
LOC131379758	protein_coding	2573	2407	924	1482	1840	1867
LOC132441406	protein_coding	355	254	310	211	613	409
D0Nrs1	lncRNA	682	221	523	442	466	254
4930432M17Rik	pseudogene	1161	7196	4092	2021	2065	626
Gm26925	protein_coding	512	923	265	383	752	618
Gm35657	lncRNA	764	1154	154	4312	1554	254
Gm30513	protein_coding	420	322	207	249	382	414
Ndufv3	pseudogene	38	210	141	86	58	156
LOC131390286	protein_coding	491	2116	589	1277	745	698
Pcdhga1	protein_coding	658	402	949	1388	705	572
Rapgef2	protein_coding	1098	1746	752	2388	1511	3213
LOC131390362	protein_coding	196	541	146	256	201	57
Or52e8b	protein_coding	2021	3081	709	1163	2097	1418
Cant1	protein_coding	4894	181	2384	2747	1419	1563
H2-T1	lncRNA	170	127	246	48	246	300
C77282	protein_coding	60	189	127	76	687	266
LOC131387927	protein_coding	1077	889	230	465	395	74
LOC132411432	protein_coding	714	916	1056	459	367	902
Mfeq1	protein_coding	2670	821	3472	954	477	2676
Gm14647	protein_coding	549	402	341	439	511	985
Xmmv66	protein_coding	450	532	928	642	310	596
LOC131295878	protein_coding	610	834	403	689	842	587
Zc3h4	protein_coding	1757	723	1154	2493	3079	2086
Hc14	pseudogene	673	564	1063	1023	987	843
LOC131378019	protein_coding	501	235	562	308	105	379
Pcdha5	protein_coding	500	786	476	877	1744	2321
LOC131375620	lncRNA	929	532	562	3495	1026	1086
Galntl5	protein_coding	420	782	591	599	812	634
LOC132442871	lncRNA	794	1117	1521	1544	2152	3264
D3Mit163	protein_coding	37	58	256	278	713	131
10S	protein_coding	464	187	565	450	221	263
LOC132410914	protein_coding	2896	4071	997	1663	2001	1185
LOC131391949	lncRNA	1604	1781	922	754	220	198
Ms10k	protein_coding	459	751	509	455	1246	909
LOC131374901	lncRNA	541	426	1235	653	1046	1016
BC055402	lncRNA	502	651	548	429	535	400
4930401O12Rik	lncRNA	1619	1424	621	1221	839	803
Rfpw1	protein_coding	2497	399	274	503	187	656
Mir669f	protein_coding	1299	1775	1108	661	405	1847
LOC131392434	protein_coding	3839	1919	3478	1792	2655	3834
4930430E12Rik	lncRNA	532	1256	353	1069	160	1025
LOC132441789	protein_coding	637	160	415	713	385	409
Gm34370	protein_coding	1031	681	570	614	2471	184
LOC131375490	protein_coding	2682	1261	199	1441	378	2511
Mcoln3	protein_coding	368	1242	404	700	575	2604
Stk33	protein_coding	1141	2983	2625	2503	669	1583
Gm4748	pseudogene	705	238	274	639	420	323
Gm35383	protein_coding	1313	1416	1163	2436	2157	2195
Gm34084	protein_coding	356	796	767	250	126	196
LOC131377248	lncRNA	439	367	275	335	404	216
Gm18049	protein_coding	305	3331	1927	948	1263	1956
Ccd	pseudogene	458	456	209	377	581	356
Gm30147	protein_coding	188	263	301	67	103	118
D8Mit233	protein_coding	4657	4049	1090	3893	2094	448
Gm9525	protein_coding	3189	1235	1958	2254	4659	3612
Gm17250	lncRNA	1060	924	310	106	300	1941
Gm23238	protein_coding	1538	2635	4435	1393	1274	1362
Smarca5	protein_coding	682	896	1875	1262	4651	2267
Sdc4	protein_coding	378	677	814	1869	3382	3919
LOC109280092	protein_coding	561	42	158	3554	340	216
4930564I24Rik	protein_coding	917	1076	2212	1021	515	1162
1700085D07Rik	lncRNA	4145	4507	5244	4980	3543	6068
Hbs1l	lncRNA	116	243	435	139	311	342
Gm12264	protein_coding	95	179	119	160	117	153
LOC132412335	protein_coding	757	1104	539	556	662	591
Sdhaf2	protein_coding	363	375	590	188	157	203
Uba1y	pseudogene	541	533	888	500	248	806
LOC131372668	protein_coding	376	536	840	784	452	407
LOC131376656	protein_coding	156	296	195	532	228	187
Gm46257	pseudogene	211	146	246	117	302	317
LOC132409066	protein_coding	129	42	131	42	63	168
Mir7646	pseudogene	717	372	488	474	385	585
Gct9	pseudogene	1435	2858	387	1355	2917	2816
Faf2	protein_coding	373	2411	87	793	170	104
DXMgc62	protein_coding	2696	2108	3036	1983	1688	5200
Gm24423	protein_coding	332	382	185	835	1170	1320
Bomd3	protein_coding	263	135	21	72	83	74
Gm32191	pseudogene	131	251	261	207	214	288
Ap3d1	protein_coding	93	113	83	975	358	188
LOC131374126	protein_coding	584	656	424	267	672	760
LOC131373350	protein_coding	268	14	114	576	210	82
LOC131390480	protein_coding	229	435	423	149	284	534
LOC131295332	protein_coding	918	509	755	756	416	463
LOC128927134	pseudogene	1403	1547	2175	1320	2058	943
Gm36482	protein_coding	236	906	1106	473	2178	635
Gm41404	protein_coding	1228	1925	1635	877	1134	2385
Hnrnpd	protein_coding	2642	8538	2743	83	8219	1686
Gm38674	protein_coding	1483	1524	920	271	528	1251
Pom121l2	protein_coding	1166	2726	1248	563	69	674
Gm4753	protein_coding	363	501	108	377	656	474
Cd4ts1	protein_coding	2518	2767	1252	2575	3110	2160
D17Mit136	protein_coding	665	316	839	643	327	458
LOC131392331	protein_coding	185	134	0	169	732	172
H2-Ab1	protein_coding	2970	2552	3683	2390	2305	3086
LOC131297612	lncRNA	86	3	51	144	126	31
Gm42080	protein_coding	673	441	924	485	359	665
Sspo	lncRNA	1868	186	1559	1974	1431	1768
Ms22	lncRNA	154	329	105	357	28	315
9930111J21Rik1	lncRNA	336	173	49	536	416	105
LOC131387694	protein_coding	359	752	1111	1747	1394	214
LOC131379967	pseudogene	134	161	471	246	93	383
Or4k15b	protein_coding	467	1160	1011	397	541	882
Gm36681	protein_coding	567	929	717	401	754	378
LOC131386436	protein_coding	732	912	1106	521	11	1462
LOC132412297	protein_coding	625	1643	1161	3723	1162	2708
Or12e16-ps1	protein_coding	1242	930	492	383	314	111
LOC131339816	protein_coding	341	797	384	611	540	672
Mir344e	protein_coding	499	587	711	285	1067	499
Gm18126	lncRNA	111	112	166	162	122	98
Gm30391	protein_coding	155	57	40	119	100	138
Gm23547	protein_coding	100	479	380	455	97	234
Gm14248	lncRNA	847	2633	377	502	599	441
Gm24292	protein_coding	347	768	1	6929	265	106
LOC131296365	pseudogene	1805	723	2478	536	510	776
Gm17177	protein_coding	1070	400	291	635	767	1701
C79122	protein_coding	692	440	645	1759	1719	1463
LOC132410356	protein_coding	99	172	126	162	796	17
LOC131336999	protein_coding	2170	5108	1702	4793	3565	7499
Ak4	protein_coding	430	421	319	1011	161	137
Rps27-ps2	protein_coding	615	460	724	581	378	556
Gm33672	protein_coding	129	16	79	200	123	427
Gm46669	lncRNA	92	327	383	139	169	186
LOC132407807	protein_coding	844	1343	490	1000	630	976
LOC118568467	protein_coding	998	1150	1288	3727	1291	919
Calhm4	protein_coding	287	401	1099	1093	595	994
Gm15006	protein_coding	723	231	1245	569	1409	488
LOC131337944	protein_coding	1711	2268	564	1491	417	951
D2Mit275	protein_coding	739	705	1019	1272	1133	884
Zfp383	protein_coding	553	537	425	358	830	216
Gm36807	pseudogene	245	200	342	915	279	545
Cntn2	protein_coding	2353	2677	2154	3892	3223	5342
Gm32618	protein_coding	1665	1962	1356	1266	1330	1820
Ctsm	protein_coding	718	1587	355	846	1148	1344
Tbc1d19	protein_coding	3236	451	830	611	587	1516
Tusc3	protein_coding	749	806	926	1362	1132	1477
Igkv12-38	protein_coding	125	235	142	162	94	103
LOC131386722	pseudogene	1665	1009	443	336	428	580
D11Mit153	pseudogene	50	216	254	348	129	200
LOC131386397	protein_coding	945	2009	2158	2055	1250	1253
Gm3584	protein_coding	134	221	560	151	191	84
Gm30060	protein_coding	257	20	214	379	725	188
Gm45998	lncRNA	464	117	1162	608	10259	7376
LOC128925698	protein_coding	1598	1209	1547	2724	3076	3458
Gm8865	protein_coding	2278	873	3352	957	799	2502
Gm32688	protein_coding	1173	720	491	525	692	643
LOC128927128	protein_coding	263	280	620	622	411	805
Cbx2	pseudogene	570	181	15	272	301	1485
Gm14601	protein_coding	277	251	552	434	645	769
AI131754	protein_coding	309	830	466	1394	2698	2507
LOC131387169	protein_coding	543	1221	1177	909	1034	541
LOC131339073	protein_coding	2407	433	1934	2668	1426	2219
LOC128925731	pseudogene	1508	1010	1736	926	1570	1212
Rn7s12	lncRNA	1084	387	24	218	222	212
LOC131389970	protein_coding	381	565	453	570	684	954
LOC132412755	protein_coding	781	541	646	1405	809	1878
LOC131340977	protein_coding	908	2898	2151	1698	285	64
Xmv36	protein_coding	365	791	49	278	629	482
LOC131337127	protein_coding	153	261	288	193	361	1011
Fip1l1	protein_coding	652	326	746	733	618	1052
LOC109279884	protein_coding	248	1914	618	2559	46	1351
Lingo3	protein_coding	1870	1601	909	129	453	1261
Gm12299	lncRNA	1283	1664	1109	820	1182	425
LOC131375146	protein_coding	92	112	45	174	210	192
LOC131386821	protein_coding	373	504	349	1103	189	461
Gm26760	protein_coding	87	105	68	386	75	117
Rcsd1	protein_coding	1319	798	621	534	342	1139
Gm41997	protein_coding	2192	1987	2381	2830	1537	3264
Erhrt-ps	lncRNA	866	689	629	1153	1038	976
LOC132409324	protein_coding	148	106	61	158	81	93
Gm35816	protein_coding	307	39	508	457	562	410
LOC131183832	protein_coding	475	540	299	497	346	359
LOC131340876	protein_coding	2209	2525	1160	3859	2905	6358
LOC131380587	protein_coding	808	717	944	1613	1027	347
LOC131380239	pseudogene	769	946	623	993	714	408
Rem2	protein_coding	1577	2874	1111	1450	1791	501
A930003A15Rik	protein_coding	712	377	252	487	825	1544
Mapkap1	protein_coding	1695	1162	2793	1603	2113	1175
Csf3	pseudogene	224	1590	1231	495	659	1977
LOC132440573	pseudogene	78	4102	856	3502	2476	61
LOC132440562	lncRNA	1479	969	1337	544	1326	1442
Gm39854	pseudogene	694	849	1729	3943	1056	297
Gm18630	protein_coding	1393	2401	1510	3549	2541	1827
Mir3552	protein_coding	707	331	230	985	794	449
LOC128927095	protein_coding	94	175	1510	634	1371	237
Ighv1-78	protein_coding	398	85	5332	833	288	1499
Gm5291	lncRNA	507	1338	876	1094	427	803
D17Mit122	lncRNA	1180	586	833	865	1446	732
Gm54157	protein_coding	378	1397	1938	2127	349	1668
LOC131378213	pseudogene	1148	2443	4092	1392	2608	2604
LOC131391220	protein_coding	1649	1090	189	695	172	369
Gm43117	protein_coding	954	1078	848	806	696	1456
LOC131296800	protein_coding	276	149	207	259	174	238
Gm28874	pseudogene	114	852	574	713	126	656
Mir384	protein_coding	981	285	319	699	83	950
Gm26653	protein_coding	880	1734	542	2855	754	526
LOC131387065	protein_coding	378	482	480	639	631	722
Terf2ip	protein_coding	522	268	832	462	693	797
5430440L12Rik	protein_coding	201	292	115	260	754	375
Xxylt1	protein_coding	265	373	145	644	207	21
Gm7853	protein_coding	307	319	412	242	463	171
Or4k5	lncRNA	663	727	1216	1171	1282	1518
D7Mit276	protein_coding	1423	896	622	1498	797	850
Rhox2-ps	lncRNA	883	2242	2484	1057	943	1463
Vmn2r-ps150	protein_coding	152	101	132	21	188	0
Gm13348	protein_coding	801	1720	914	582	1929	894
LOC128927481	pseudogene	306	167	151	294	189	178
Sis	protein_coding	614	615	590	595	516	464
C87312	protein_coding	1942	2358	1272	2445	2262	2294
Arf3	protein_coding	240	96	365	152	96	65
Pbwg20	protein_coding	198	252	27	166	227	227
Mir196a-2	protein_coding	1149	1128	2581	1098	1847	2927
Gm46555	protein_coding	827	481	874	1340	329	912
LOC131378108	protein_coding	6389	2338	3403	3348	2760	2164
Gm21012	protein_coding	2098	4333	2462	2431	4236	1858
LOC131379777	protein_coding	1089	1261	34	2034	1731	1286
Akp1	protein_coding	2180	2330	1776	3202	1220	2848
Pmv49	protein_coding	1986	334	2345	561	446	447
LOC132412130	protein_coding	56	81	139	28	109	29
LOC128926128	protein_coding	1988	1953	1379	2317	2277	2947
LOC131340560	protein_coding	87	67	35	87	185	104
E030026E10Rik	protein_coding	136	321	653	280	268	396
Gm7786	protein_coding	384	3	2	442	3	290
DXMit226	protein_coding	789	535	1129	716	656	590
LOC131337433	protein_coding	940	498	681	1357	1311	845
LOC131390879	protein_coding	286	611	241	168	354	284
LOC109279874	protein_coding	543	387	1130	1005	182	172
Gpr31	protein_coding	858	1227	492	949	941	1000
LOC131340683	protein_coding	134	267	148	187	166	163
LOC131337498	protein_coding	303	454	238	458	161	345
Gm3585	protein_coding	627	507	820	210	338	189
Gm22310	protein_coding	85	71	5007	1051	605	7494
Far1os	protein_coding	406	537	580	232	468	656
LOC131389708	protein_coding	329	61	488	233	179	317
LOC132408042	protein_coding	441	163	505	66	270	222
LOC132408130	pseudogene	536	379	489	738	286	449
Gm52428	protein_coding	304	304	754	827	695	298
Fgd4	protein_coding	6026	1441	3257	1422	3591	4237
Brs3	protein_coding	0	4	37	0	122	1
Gm4540	lncRNA	159	183	278	162	417	549
Gm3440	protein_coding	331	319	510	293	142	161
Gm21052	protein_coding	584	588	437	429	291	528
LOC131387299	protein_coding	1819	2560	2394	1508	2038	1254
Catip	protein_coding	820	1014	1682	2881	234	2844
Gm22598	protein_coding	716	2	202	1174	59	3047
Mup11	protein_coding	1180	609	1588	478	1032	2586
Crcp	lncRNA	663	296	1658	168	321	664
Gm23378	lncRNA	1450	1168	2697	1825	2091	3138
LOC131389510	protein_coding	395	580	811	2579	517	209
LOC132410505	protein_coding	378	1779	263	261	1328	716
Ppp5c	lncRNA	171	262	119	506	153	807
Gm32794	pseudogene	2420	1949	848	1546	1299	1791
LOC131374374	pseudogene	1493	1545	1133	728	1269	1007
LOC131390281	protein_coding	1442	4226	4989	1693	734	455
Eif1ad16	pseudogene	1360	1045	4431	3277	1932	3265
Gm16471	protein_coding	154	42	50	363	91	306
Cpox	protein_coding	2277	238	190	122	151	326
LOC132409583	protein_coding	625	302	441	441	638	252
Gm46961	protein_coding	387	603	139	317	514	393
LOC131388252	protein_coding	297	516	713	645	517	191
LOC128925421	protein_coding	3746	2024	3111	2469	2943	2638
Gm22154	protein_coding	452	875	521	609	480	761
Gm36865	lncRNA	1150	556	765	2011	545	979
Del(2)Usc1	pseudogene	1424	3680	2887	2322	4518	2343
Rb(10.12)17Rma	protein_coding	124	258	128	919	1245	1095
Igkv15-101	lncRNA	516	809	591	443	541	454
Gm57685	lncRNA	4728	992	1801	3483	3593	2810
D3Ertd508e	protein_coding	3079	3449	823	2344	1900	1506
Gm33351	protein_coding	663	782	652	488	777	268
LOC131387057	protein_coding	3118	1114	651	1024	424	1035
LOC132410413	protein_coding	1308	1588	439	1577	1551	1033
T(1;14)5Gso	lncRNA	1805	2872	1483	2091	2227	2246
LOC128927496	protein_coding	4	744	25	0	907	5
D12Mit60	protein_coding	419	405	398	261	186	355
LOC131392739	protein_coding	1276	3682	396	78	742	843
Gm13761	protein_coding	613	374	1303	244	674	635
Ccdc163	pseudogene	136	204	259	221	934	1123
Gm25091	protein_coding	1012	1500	1279	706	1578	1295
LOC131375576	protein_coding	2144	556	706	1711	1122	1748
LOC131374990	protein_coding	204	207	174	194	239	84
Gm34127	protein_coding	981	1554	887	1369	1222	897
Gm29997	protein_coding	2317	4016	2178	3956	3622	3475
Hdlcl2	lncRNA	496	624	515	457	671	203
LOC131339742	protein_coding	78	824	479	539	233	298
Gm31114	pseudogene	330	317	655	750	942	1008
Gm15867	protein_coding	277	1761	553	1130	3000	189
LOC132443171	protein_coding	3857	3492	2547	1966	1190	163
LOC131296927	protein_coding	859	984	1835	835	859	1025
Gm9929	protein_coding	261	210	497	1574	322	49
Gm34455	protein_coding	197	328	176	68	71	152
Tmem184c	lncRNA	130	360	224	44	82	69
Snord138	protein_coding	99	251	196	107	582	1185
Hivan1	protein_coding	2816	1269	1581	544	2966	86
Litaf	protein_coding	1523	698	425	886	1620	558
Bnip3l-ps	protein_coding	1491	659	247	207	75	954
Gm32487	protein_coding	896	615	1158	804	779	448
Gm52004	lncRNA	443	399	898	728	1304	2228
Zkscan16	protein_coding	604	775	635	170	427	1489
Gm412	protein_coding	44	194	347	75	196	58
Gm39734	protein_coding	344	345	318	331	182	187
LOC132409824	protein_coding	1640	719	145	664	859	149
Dbsty1	protein_coding	70	512	438	613	481	496
LOC131386957	protein_coding	1142	405	770	639	881	652
LOC128926125	protein_coding	2076	999	1022	813	631	252
Gm18159	lncRNA	560	245	271	154	366	135
LOC131373568	protein_coding	771	4076	2855	2363	4599	2668
LOC131391588	protein_coding	61	89	154	189	85	86
Cyp4f39	pseudogene	511	551	704	527	495	679
Gm22359	protein_coding	1149	2231	1694	2037	2145	604
LOC132440958	protein_coding	1012	1197	495	718	735	1287
Urm1	protein_coding	1864	305	504	113	629	819
Rpl35a-ps1	lncRNA	141	262	288	510	225	148
Mtarc2	protein_coding	1599	637	2405	642	1213	1018
Nae1	lncRNA	97	111	116	177	35	59
Iapt1	protein_coding	296	1306	386	491	473	595
LOC128925052	protein_coding	646	500	175	173	859	682
LOC131371611	lncRNA	28	22	178	586	258	644
LOC128925509	protein_coding	13	23	162	113	126	65
Mpmv11	protein_coding	2513	1283	2052	9411	12044	7451
Gm9336	protein_coding	1341	448	375	451	674	409
Casc3	protein_coding	709	487	320	557	912	263
Sgcg	protein_coding	1158	588	324	905	171	642
Fgf6	protein_coding	1286	1414	1460	1287	1394	506
Snw1	protein_coding	1383	1729	1906	1414	1357	2254
LOC128925602	protein_coding	842	1031	1522	3072	1240	1030
LOC131386621	protein_coding	140	123	226	58	136	183
Dmyaq1	protein_coding	984	479	352	330	495	346
Gm8100	protein_coding	643	3810	1265	886	1310	741
LOC132444172	protein_coding	130	327	137	760	636	728
Gm21996	lncRNA	1508	410	523	675	274	1130
Gm22797	protein_coding	977	919	941	285	330	251
Orm3	protein_coding	289	228	130	232	160	361
Cdc123	protein_coding	1457	116	690	1246	1173	417
Tada3	protein_coding	2528	1113	3107	953	794	651
Ppifos	protein_coding	2140	334	1325	1497	177	3399
Gm23205	protein_coding	1301	1349	1138	684	582	784
Gm57753	pseudogene	198	30	159	29	26	201
LOC131373152	pseudogene	3469	214	1062	702	1266	4926
LOC131375907	protein_coding	1730	5120	1739	660	1928	1752
Gm47814	lncRNA	322	113	237	63	109	316
LOC128927126	protein_coding	176	387	41	15	60	293
Gm12289	protein_coding	357	275	240	684	354	1663
LOC131373044	protein_coding	835	530	2437	1723	1948	1180
LOC132408179	protein_coding	1627	2108	3361	2612	3588	919
D18Ggc1e	protein_coding	389	642	130	349	168	182
LOC131340136	protein_coding	537	916	1794	848	623	831
Gm38829	lncRNA	299	165	316	222	114	227
LOC131296238	protein_coding	802	771	872	572	431	457
LOC132442840	lncRNA	183	298	356	515	488	215
Gm51798	lncRNA	27	2	20	152	259	746
LOC131379588	protein_coding	199	178	698	272	352	229
Zfp956	protein_coding	1275	1194	1394	3840	3283	3690
LOC131388048	pseudogene	67	150	138	100	161	142
Bnipl	lncRNA	7889	735	2638	27	428	4735
LOC131373088	protein_coding	1200	1297	1113	618	242	2006
Barhl2	pseudogene	2043	1068	674	2622	714	1177
Chlq16	protein_coding	854	1170	1833	2682	1936	2261
LOC131373901	protein_coding	307	255	479	579	342	209
Gm9001	protein_coding	3252	2253	476	2551	1064	2231
Gm17915	lncRNA	105	86	238	291	47	30
Fam53b	protein_coding	192	373	201	316	200	508
LOC128927262	pseudogene	999	483	1298	701	1236	995
Gm22304	protein_coding	362	1057	123	790	381	320
LOC131297341	protein_coding	1078	4426	2037	1724	1296	636
LOC109279915	lncRNA	6108	1112	1378	4894	2190	2141
Gm32535	lncRNA	302	73	311	892	982	642
5830411K02Rik	protein_coding	207	533	428	519	1104	1639
